Sutra krama:Akaaraadi krama:Kaumudi krama,Sutra,PadacCheda,Sutra krama
71037:3644:3332,समासेऽनञ्पूर्वे क्त्वो ल्यप्‌,समासे+अनञ्पूर्वे+क्त्वः+ल्यप्,71037
71038:1189:3560,क्त्वाऽपि छन्दसि,क्त्वा+अपि+छन्दसि,71038
71039:3759:3561,सुपां सुलुक्पूर्वसवर्णाऽऽच्छेयाडाड्यायाजालः,सुपाम्+सुलुक्पूर्वसवर्णाऽऽच्छेयाडाड्यायाजालः,71039
71041:3030:3563,लोपस्त आत्मनेपदेषु,लोपः+तः+आत्मनेपदेषु,71041
71043:2813:3565,यजध्वैनमिति च,यजध्वैनम्+इति+च,71043
71045:1668:3567,तप्तनप्तनथनाश्च,तप्तनप्तनथनाः+च,71045
71048:667:3570,इष्ट्वीनमिति च,इष्ट्‍वीनम्+इति+च,71048
71049:3841:3571,स्नात्व्यादयश्च,स्नात्व्यादयः+च,71049
71050:488:3572,आज्जसेरसुक्,आत्+जसेः+असुक्,71050
71051:416:2662,अश्वक्षीरवृषलवणानामात्मप्रीतौ क्यचि,अश्वक्षीरवृषलवणानाम्+आत्मप्रीतौ+क्यचि,71051
71052:554:217,आमि सर्वनाम्नः सुट्,आमि+सर्वनाम्नः+सुट्,71052
71054:3969:208,ह्रस्वनद्यापो नुट्,ह्रस्वनद्यापः+नुट्,71054
71055:3473:338,षट्चतुर्भ्यश्च,षट्‍चतुर्भ्यः+च,71055
71056:3453:3573,श्रीग्रामण्योश्छन्दसि,श्रीग्रामण्योः+छन्दसि,71056
71057:1307:3574,गोः पादान्ते,गोः+पादान्ते,71057
71058:646:2262,इदितो नुम् धातोः,इदितः+नुम्+धातोः,71058
71059:3425:2542,शे मुचादीनाम्,शे+मुचादीनाम्,71059
71060:2755:2517,मस्जिनशोर्झलि,मस्जिनशोः+झलि,71060
71062:2226:2516,नेट्यलिटि रधेः,न+इटि+अलिटि+रधेः,71062
71063:2910:2581,रभेरशब्लिटोः,रभेः+अशब्लिटोः,71063
71066:800:2846,उपात्‌ प्रशंसायाम्,उपात्+प्रशंसायाम्,71066
71067:783:3306,उपसर्गात्‌ खल्घञोः,उपसर्गात्+खल्घञोः,71067
71068:2079:3307,न सुदुर्भ्यां केवलाभ्याम्,न+सुदुर्भ्याम्+केवलाभ्याम्,71068
71069:3197:2765,विभाषा चिण्णमुलोः,विभाषा+चिण्णमुलोः,71069
71070:698:361,उगिदचां सर्वनामस्थानेऽधातोः,उगिदचाम्+सर्वनामस्थाने+अधातोः,71070
71072:2115:314,नपुंसकस्य झलचः,नपुंसकस्य+झलचः,71072
71073:599:320,इकोऽचि विभक्तौ,इकः+अचि+विभक्तौ,71073
71074:1771:321,तृतीयाऽऽदिषु भाषितपुंस्कं पुंवद्गालवस्य,तृतीयाऽऽदिषु+भाषितपुंस्कम्+पुंवत्+गालवस्य,71074
71075:439:322,अस्थिदधिसक्थ्यक्ष्णामनङुदात्तः,अस्थिदधिसक्थ्यक्ष्णाम्+अनङ्+उदात्तः,71075
71076:1462:3575,छन्दस्यपि दृश्यते,छन्दसि+अपि+दृश्यते,71076
71077:675:3576,ई च द्विवचने,ई+च+द्विवचने,71077
71078:2154:427,नाभ्यस्ताच्छतुः,न+अभ्यस्तात्+शतुः,71078
71079:3110:444,वा नपुंसकस्य,वा+नपुंसकस्य,71079
71080:487:445,आच्छीनद्योर्नुम्,आत्+शीनद्योः+नुम्,71080
71081:3358:446,शप्श्यनोर्नित्यम्,शप्श्यनोः+नित्यम्,71081
71083:1899:3577,दृक्स्ववस्स्वतवसां छन्दसि,दृक्स्ववस्स्वतवसाम्+छन्दसि,71083
71085:2279:365,पथिमथ्यृभुक्षामात्‌,पथिमथ्यृभुक्षाम्+आत्,71085
71086:635:366,इतोऽत्‌ सर्वनामस्थाने,इतः+अत्+सर्वनामस्थाने,71086
71088:2658:368,भस्य टेर्लोपः,भस्य+टेः+लोपः,71088
71091:1579:2283,णलुत्तमो वा,णल्+उत्तमः+वा,71091
71092:3575:253,सख्युरसम्बुद्धौ,सख्युः+असम्बुद्धौ,71092
71093:168:248,अनङ् सौ,अनङ्+सौ,71093
71094:867:276,ऋदुशनस्पुरुदंसोऽनेहसां च,ऋदुशनस्पुरुदंसऽनेहसाम्+च,71094
71095:1765:274,तृज्वत्‌ क्रोष्टुः,तृज्वत्+क्रोष्टुः,71095
71096:3817:305,स्त्रियां च,स्त्रियाम्+च,71096
71097:3204:278,विभाषा तृतीयाऽऽदिष्वचि,विभाषा+तृतीयादिषु+अचि,71097
71098:1387:331,चतुरनडुहोरामुदात्तः,चतुरनडुहोः+आम्+उदात्तः,71098
71099:334:333,अम् सम्बुद्धौ,अम्+सम्बुद्धौ,71099
71100:875:2390,ॠत इद्धातोः,ॠतः+इत्+धातोः,71100
71102:748:2494,उदोष्ठ्यपूर्वस्य,उत्+ओष्ठ्यपूर्वस्य,71102
72001:3731:2297,सिचि वृद्धिः परस्मैपदेषु,सिचि+वृद्धिः+परस्मैपदेषु,72001
72002:114:2330,अतो र्लान्तस्य,अतः+ल+अन्तस्य,72002
72003:3054:2267,वदव्रजहलन्तस्याचः,वदव्रजहलन्तस्य+अचः,72003
72005:3966:2299,ह्म्यन्तक्षणश्वसजागृणिश्व्येदिताम्,ह्म्यन्तक्षणश्वसजागृणिश्व्येदिताम्,72005
72007:116:2284,अतो हलादेर्लघोः,अतः+हलादेः+लघोः,72007
72008:2227:2981,नेड् वशि कृति,न+इट्+वशि+कृति,72008
72009:1729:3163,तितुत्रतथसिसुसरकसेषु च,तितुत्रतथसिसुसरकसेषु+च,72009
